Household ID|Cable Status|Meter Status|Panelist Status|Number of Cats|Number of Dogs|Number of TVs|Residence Type|Residence Status|Residence Duration|Household Income|Number of Members in Household|Male Head Working Status|Male Head Average Working Hours|Male Head Occupation|Male Head Education|Male Head Spanish/Hispanic|Male Head Race|Female Head Working Status|Female Head Average Working Hours|Female Head Occupation|Female Head Education|Female Head Spanish/Hispanic|Female Head Race|Demographic Change Date|Washing Machine|Clothes Dryer|Dishwasher|Freezer|Toaster|Toaster Broiler Over|Blender|Food Processor|Microwave|Convection Oven|Coffee Maker|Trash Compactor|Garbage Disposal|Hair Dryer|Curling Iron|Hair Rollers|Vacuum Cleaner|Personal Computer|Water Softner|Other Appliances|VCR
01100677|1|0|01|00|01|03|3|1|7|07|02|1|45|07|08|0|1|1|40|06|05|0|1|      |2|2|0|2|2|0|0|2|2|0|2|0|2|2|2|0|2|0|0|0|0
01100701|1|0|01|01|00|03|3|1|6|07|05|1|50|08|11|0|1|2|20|08|10|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|2|2|2|0|0|1
01100719|1|1|01|00|00|02|4|1|5|09|02|1|40|08|10|0|1|1|40|08|10|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|2|2|2|2|2|0|2|0|1
01100735|1|1|01|01|01|02|3|1|6|07|02|1|44|06|05|0|1|2|21|06|05|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|2|2|0|2|0|0
01100743|0|0|01|00|00|01|3|1|8|08|02|7|00|00|05|0|1|6|00|00|02|0|1|      |0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0
01100750|0|1|02|00|00|01|3|1|7|01|01|0|00|00|00|0|0|7|00|00|06|0|1|      |2|2|0|2|2|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0
01100792|1|0|01|01|00|02|2|1|3|05|03|0|00|00|00|0|0|1|40|06|08|0|1|      |2|2|0|0|2|0|2|0|2|0|0|0|2|2|2|0|2|0|2|0|1
01100818|1|0|01|00|00|03|3|1|5|09|04|1|50|10|10|0|1|2|08|08|10|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|0|2|0|2|0|1
01100859|1|0|05|01|00|02|3|1|8|03|02|2|30|10|08|0|1|1|35|05|03|0|1|      |2|2|0|2|2|2|2|2|0|0|2|0|0|0|0|0|2|0|0|0|0
01100867|0|0|01|00|00|01|3|2|8|01|01|0|00|00|00|0|0|7|00|00|03|0|1|      |0|0|0|0|2|0|2|0|0|2|2|0|0|0|0|0|2|0|0|0|0
01100875|1|0|01|00|01|03|3|1|3|11|04|1|40|07|06|0|1|2|25|09|08|0|1|      |2|2|2|0|2|0|2|2|2|2|2|0|2|2|2|0|2|2|2|0|1
01100883|1|0|02|00|00|02|1|2|5|03|01|0|00|00|00|0|0|7|00|00|05|0|1|      |0|0|0|0|2|1|2|0|0|0|0|0|0|0|0|0|2|0|1|0|0
01100891|1|0|01|01|00|02|5|2|3|02|01|5|00|00|07|0|1|0|00|00|00|0|0|      |0|0|0|0|2|0|2|0|0|0|0|0|0|2|0|0|2|0|0|0|1
01100966|0|1|01|00|01|04|3|1|6|07|03|1|60|10|07|0|1|2|09|06|04|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|2|2|0|2|0|0
01101014|1|1|01|00|00|05|3|1|6|12|04|1|50|07|07|0|1|1|40|06|07|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|2|0|1
01101022|1|0|01|00|00|04|3|1|8|09|02|3|20|06|09|0|1|1|35|06|05|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|0|2|0|2|0|1
01101048|0|1|01|00|01|01|3|1|3|05|05|2|30|08|05|0|1|1|40|06|07|0|1|      |2|0|0|0|2|0|0|0|2|2|0|0|0|2|2|0|2|0|0|0|1
01101063|1|0|01|00|00|03|1|2|5|02|02|2|30|07|05|0|1|7|00|00|05|1|1|      |0|0|0|0|2|2|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01101097|1|0|01|00|00|01|3|1|8|04|02|2|21|02|04|0|1|2|20|05|09|0|1|      |2|2|0|2|2|0|2|0|2|2|2|0|0|2|2|0|2|0|2|0|1
01101162|1|0|01|00|01|02|3|1|8|02|01|0|00|00|00|0|0|7|00|00|05|0|1|      |2|2|2|2|2|2|0|0|2|2|2|0|0|0|0|0|2|0|2|0|0
01101204|1|0|01|00|01|02|3|1|2|07|03|1|45|03|05|0|1|2|28|02|05|0|1|      |2|2|2|0|2|0|1|1|2|2|0|0|0|2|2|2|2|0|1|0|1
01101220|1|0|01|00|00|01|1|2|1|05|01|0|00|00|00|0|0|1|40|06|05|0|1|      |0|0|0|0|2|0|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01101261|1|1|01|00|01|02|3|1|5|09|03|1|50|07|09|0|1|1|40|08|11|0|1|      |2|2|2|2|2|0|2|0|0|0|2|0|0|2|2|2|2|0|0|0|1
01101311|1|1|01|00|00|01|3|1|6|04|01|0|00|00|00|0|0|1|45|06|07|0|1|      |2|2|2|0|2|2|2|0|2|0|2|0|0|2|2|2|2|0|2|0|0
01101329|1|0|01|01|00|03|2|1|3|11|05|1|40|08|09|0|1|1|36|08|09|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|2|2|0|1
01101378|1|0|01|00|00|01|3|1|5|06|06|1|40|08|08|0|1|1|40|02|05|0|1|      |2|2|0|0|2|0|2|0|2|0|2|0|0|2|2|2|2|2|0|0|1
01101402|1|1|01|01|00|05|3|1|8|07|04|1|60|10|08|0|1|2|08|08|08|0|1|      |2|2|0|0|2|2|2|2|2|2|2|0|0|2|2|2|2|0|2|0|1
01101410|0|0|01|00|00|01|4|2|6|04|01|0|00|00|00|0|0|1|40|08|09|0|1|      |0|0|0|0|2|2|1|0|2|0|1|0|0|2|0|1|2|0|0|0|0
01101428|1|0|01|00|00|02|3|1|5|06|04|1|40|03|07|0|1|1|40|06|06|0|1|      |2|2|0|2|2|0|0|2|2|0|2|0|0|2|2|2|2|0|2|0|1
01101444|0|1|01|00|00|02|3|1|8|03|01|0|00|00|00|0|0|1|40|05|07|0|1|      |2|0|2|2|2|0|0|0|2|2|2|2|2|0|0|0|2|0|2|0|0
01101485|0|1|01|00|01|01|3|1|5|09|05|1|50|10|09|0|1|2|20|08|09|0|1|      |2|2|0|2|2|1|2|1|2|1|0|0|0|2|2|1|2|2|2|0|0
01101519|0|0|01|00|00|01|1|2|1|04|02|0|00|00|00|0|0|1|45|06|07|0|1|      |2|2|2|0|2|0|2|0|0|2|0|0|2|2|2|2|2|0|0|0|0
01101543|1|0|01|00|01|03|3|1|3|11|05|1|50|09|08|0|1|1|41|08|09|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|0|2|2|0|2|0|2|0|1
01101568|0|0|05|00|00|02|3|1|4|09|03|1|50|10|10|0|1|2|25|06|09|0|1|      |2|2|2|2|0|2|2|2|2|0|2|0|2|2|2|0|2|2|2|0|1
01101618|0|1|01|00|01|02|3|1|8|03|01|0|00|00|00|0|0|7|00|00|08|0|1|      |2|2|0|0|2|0|0|0|2|2|2|0|0|2|2|0|2|0|2|0|0
01101675|1|0|01|01|02|01|3|1|6|06|04|1|40|02|04|0|1|1|36|07|05|0|1|      |2|2|0|2|2|0|0|0|2|0|2|0|0|2|2|2|2|0|0|0|1
01101683|1|0|01|00|00|02|3|1|3|03|02|1|40|03|07|0|1|1|40|06|02|0|1|      |2|2|0|2|2|0|0|2|2|2|2|0|0|2|2|0|2|0|2|0|0
01101717|1|1|01|00|01|02|3|1|3|10|02|1|45|10|08|0|1|1|35|10|05|0|1|      |2|2|2|0|2|0|2|0|2|0|2|0|2|2|2|2|2|0|2|0|1
01101758|1|0|01|00|00|01|3|1|8|02|01|0|00|00|00|0|0|3|20|05|05|0|1|      |2|2|0|2|2|0|2|2|2|0|2|0|0|1|2|0|2|0|0|0|0
01101782|0|0|05|00|01|02|3|1|7|11|03|1|60|10|08|0|1|1|40|08|08|0|1|      |2|2|2|2|2|2|2|2|2|0|2|0|0|2|2|2|2|2|2|0|0
01101790|1|0|01|01|02|05|3|1|5|08|04|1|44|04|07|0|1|1|40|06|08|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|2|2|0|0|0|1
01101824|1|1|01|00|00|03|3|1|8|04|02|7|00|00|03|0|1|7|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|2|0|1
01101832|1|1|01|00|01|02|3|1|5|04|02|1|40|03|05|0|1|1|40|06|04|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|0|2|0|2|0|0
01101865|1|0|01|00|00|04|3|1|5|05|03|2|30|04|03|0|1|1|40|06|07|0|1|      |2|2|0|0|2|0|2|2|2|2|0|0|0|2|2|0|2|2|2|0|0
01101899|1|0|01|00|00|05|3|1|8|12|02|7|00|00|09|0|1|7|00|00|05|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|2|2|2|2|2|0|0|0|1
01101949|1|1|01|01|00|03|3|1|5|08|05|1|40|06|09|0|1|6|00|00|05|0|1|      |2|2|2|2|2|2|2|0|2|2|2|0|2|2|2|2|2|2|2|0|1
01101980|1|0|01|00|00|01|1|2|4|01|02|0|00|00|00|0|0|7|00|00|04|0|1|      |0|0|0|2|2|0|2|0|2|0|0|0|2|0|0|0|2|0|0|0|0
01101998|1|0|01|00|00|04|4|2|5|03|03|0|00|00|00|0|0|1|44|03|04|0|1|      |2|2|0|2|2|0|2|0|2|2|2|0|2|2|2|0|2|0|2|0|1
01102046|1|0|04|00|00|02|3|1|2|06|05|1|40|10|08|0|1|1|40|06|08|0|1|      |2|2|0|2|2|0|2|2|2|0|2|0|0|1|2|0|2|0|1|0|1
01102053|1|0|01|00|00|02|3|1|8|05|02|1|40|03|04|0|1|1|35|08|05|0|1|      |2|2|0|2|2|0|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01102079|1|0|01|00|01|03|3|1|8|07|02|1|40|09|07|0|1|2|20|03|04|0|1|      |2|2|2|2|2|0|2|2|2|0|2|2|0|2|2|0|2|0|2|0|0
01102129|1|0|01|00|00|02|3|1|6|03|02|1|40|02|03|0|1|2|30|02|03|0|1|      |2|2|0|2|2|2|2|0|0|1|1|1|0|2|2|0|2|0|0|0|0
01102152|0|1|01|00|00|03|3|1|4|10|04|1|60|07|09|0|1|1|40|08|11|0|1|      |2|2|0|2|2|0|2|2|2|2|2|0|2|2|2|0|2|0|2|0|0
01102186|1|0|01|00|00|01|3|1|7|06|01|3|15|02|05|0|1|0|00|00|00|0|0|      |2|2|1|2|2|2|2|1|2|2|2|0|0|2|0|0|2|0|2|0|1
01102236|1|1|01|00|00|05|3|1|6|06|03|1|50|10|05|0|1|2|22|07|05|0|1|      |2|2|0|2|2|2|0|2|2|0|0|0|2|2|2|0|2|2|2|0|1
01102244|0|0|01|00|00|01|3|1|8|03|02|7|00|00|08|0|1|7|00|00|09|0|1|      |2|2|0|2|2|2|2|2|2|0|2|0|0|0|2|0|2|0|2|0|0
01102293|1|0|01|00|00|02|1|2|3|02|01|0|00|00|00|0|0|4|40|03|06|0|1|      |0|0|2|0|2|0|2|0|2|0|2|0|2|2|2|0|2|0|0|0|0
01102301|1|0|01|00|01|03|3|1|3|06|02|1|60|08|09|0|1|5|00|00|07|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|0|2|0|0|2|0|2|0|1
01102327|1|1|01|00|00|03|3|1|5|06|04|1|66|10|08|0|1|1|40|06|05|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|0|2|0|2|0|1
01102392|1|0|01|00|00|01|3|1|8|04|01|0|00|00|00|0|0|1|40|10|04|0|1|      |2|2|0|2|2|0|2|0|0|0|2|0|0|0|0|0|2|0|2|0|0
01102418|0|0|01|00|00|03|5|1|6|03|02|0|00|00|00|0|0|7|00|00|03|0|1|      |2|0|0|2|2|0|0|0|2|0|0|0|0|2|0|0|2|0|0|0|0
01102426|1|0|01|00|00|04|3|1|8|05|03|1|50|10|05|0|1|2|25|06|05|0|1|      |2|2|2|2|2|0|1|0|2|2|2|0|0|0|2|0|2|0|0|0|1
01102459|1|0|01|00|00|01|1|2|4|09|02|1|45|02|05|0|1|1|40|08|08|0|1|      |2|2|2|0|2|0|2|0|2|0|0|0|2|0|0|0|2|0|0|0|0
01102483|0|0|01|00|01|03|3|1|6|06|02|7|00|00|05|0|1|1|40|06|08|0|1|      |2|2|2|2|2|0|2|0|2|2|0|0|2|2|2|0|2|0|2|0|1
01102491|1|1|05|00|01|02|3|1|5|12|07|1|80|08|11|0|1|6|00|00|10|0|1|      |2|2|2|2|2|0|2|0|2|0|0|0|0|0|2|0|2|0|0|0|0
01102533|1|0|01|00|00|01|1|2|7|02|01|0|00|00|00|0|0|3|15|06|07|0|1|      |0|0|0|0|2|2|2|0|2|0|2|0|0|0|2|0|2|0|0|0|1
01102541|1|1|01|00|00|03|4|2|6|12|02|1|40|09|09|0|1|7|00|00|09|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|0|2|0|2|0|1
01102673|1|0|01|00|00|01|1|2|5|05|02|2|30|02|05|0|1|1|40|05|05|0|1|      |0|0|0|0|2|0|2|0|2|0|2|0|0|0|2|0|2|0|0|0|1
01102699|1|0|01|01|00|03|3|1|5|05|03|1|40|02|05|0|1|1|40|02|09|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|2|2|0|2|0|1
01102707|0|0|01|00|01|04|3|1|5|03|02|0|00|00|00|0|0|1|40|06|06|0|1|      |2|2|0|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|1
01102715|1|0|01|00|00|01|1|2|5|03|01|0|00|00|00|0|0|1|40|06|05|0|1|      |0|0|1|1|2|0|0|1|0|0|1|0|1|2|1|1|2|0|1|0|0
01102764|1|0|01|00|00|02|3|2|1|03|03|1|40|03|06|0|1|6|00|00|06|0|1|      |0|0|0|0|2|0|2|0|2|0|2|0|0|2|2|2|2|0|0|0|0
01102780|1|0|01|00|00|02|3|1|5|10|05|1|60|07|09|0|1|6|00|00|08|0|1|      |2|2|0|2|0|2|2|0|2|0|2|0|0|2|2|2|2|0|2|0|0
01102806|0|0|01|01|01|04|3|1|2|08|04|1|40|07|05|0|1|1|40|06|08|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|2|2|2|0|2|0|0|0|1
01102822|1|0|01|00|00|04|3|1|5|10|04|1|50|10|11|0|1|2|30|10|11|0|1|      |2|2|2|2|2|0|2|2|2|0|0|0|2|2|2|2|2|2|2|0|1
01102863|1|0|04|03|00|02|3|2|1|04|03|1|40|03|05|0|1|1|30|06|08|0|1|      |0|0|0|0|0|0|0|0|0|1|1|0|0|1|2|0|2|0|0|0|0
01102871|0|0|01|00|00|01|1|2|6|02|01|3|20|05|08|0|1|0|00|00|00|0|0|      |0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0
01102905|1|1|01|00|01|05|3|1|5|08|06|1|44|09|06|0|1|1|60|06|05|0|1|      |2|2|2|0|2|1|2|2|2|0|2|0|2|2|2|2|2|0|2|0|1
01102921|1|0|01|00|00|01|3|2|3|02|02|1|40|02|07|0|1|0|00|00|00|0|0|      |2|2|0|0|2|2|2|0|0|1|2|0|0|0|0|0|2|0|0|0|0
01102947|0|0|01|00|00|01|1|2|3|05|01|0|00|00|00|0|0|1|40|09|07|0|1|      |0|0|0|0|2|0|2|0|0|0|2|0|0|2|2|0|2|0|0|0|0
01102988|1|0|01|02|00|02|3|1|3|06|03|1|45|02|06|0|1|1|40|06|07|0|1|      |2|2|0|2|2|0|0|2|2|0|2|0|0|2|0|0|2|0|2|0|1
01102996|1|0|01|02|00|02|2|1|3|07|02|1|40|06|08|0|1|2|30|08|09|0|1|      |2|2|2|0|2|0|2|0|2|0|0|0|2|2|2|2|2|0|0|0|1
01103010|1|1|01|00|00|02|5|1|3|05|03|1|40|03|07|0|1|0|00|00|00|0|0|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|0|0|0
01103028|0|1|01|00|00|02|3|2|7|02|01|0|00|00|00|0|0|1|40|05|05|0|1|      |2|2|0|2|2|2|2|0|0|0|2|0|0|2|2|0|2|0|0|0|0
01103051|1|0|01|01|00|02|4|2|5|06|02|0|00|00|00|0|0|1|40|09|07|0|1|      |2|2|0|0|2|0|2|0|0|2|2|0|0|2|2|0|2|0|2|0|0
01103101|1|0|01|00|00|02|3|1|4|06|04|1|40|07|08|0|1|1|37|06|05|0|1|      |2|1|0|2|2|0|2|0|2|0|2|0|0|2|0|0|2|0|2|0|1
01103259|1|0|01|00|01|01|3|1|2|07|03|1|45|05|07|0|1|1|40|06|07|0|1|      |2|2|2|0|2|0|2|0|2|2|0|0|0|2|2|0|2|0|2|0|1
01103283|0|0|05|00|00|01|3|1|6|02|03|7|00|00|03|0|1|7|00|00|05|0|1|      |2|2|0|0|2|0|0|2|2|0|2|0|0|2|2|0|2|0|0|0|0
01103309|1|0|01|01|00|01|1|2|4|01|03|0|00|00|00|0|0|2|20|05|05|0|1|      |0|0|0|2|2|0|0|0|2|2|2|0|0|2|2|0|2|0|0|0|0
01103341|0|0|01|00|00|02|3|1|8|06|02|1|60|10|09|0|1|2|20|07|07|0|1|      |2|2|2|2|2|0|2|0|2|0|2|0|2|2|2|0|2|0|2|0|0
01103390|0|0|01|00|00|02|3|1|8|06|02|7|00|00|08|0|1|6|00|00|08|0|1|      |2|0|0|2|2|0|0|0|2|0|0|0|0|0|0|0|2|0|2|0|0
01103408|1|1|01|00|00|03|3|1|7|07|04|1|40|06|05|0|1|1|40|08|10|0|1|      |2|2|2|2|2|2|2|2|2|0|2|0|2|2|2|2|2|0|2|0|0
01103473|1|0|01|00|01|04|3|1|5|04|05|1|40|02|05|0|1|6|00|00|08|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|0|0|0|2|2|2|0|0
01103481|0|0|01|00|00|03|3|1|8|04|02|0|00|00|00|0|0|1|40|06|05|0|1|      |2|2|0|0|2|0|0|0|2|0|0|0|0|2|2|0|2|0|2|0|0
01103499|1|1|01|00|01|03|3|1|5|11|05|1|35|07|10|0|1|2|20|06|09|0|1|      |2|2|2|2|2|2|2|0|2|2|1|0|2|2|2|0|2|0|2|0|1
01103515|1|0|01|00|00|02|1|2|4|05|02|0|00|00|00|0|0|1|40|06|05|0|1|      |0|0|0|0|2|0|2|0|2|2|2|0|0|2|2|2|2|0|0|0|0
01103531|0|0|01|00|01|02|4|2|5|03|01|0|00|00|00|0|0|1|43|06|08|0|1|      |2|2|0|0|2|0|0|0|0|0|2|0|0|2|2|2|2|0|0|0|1
01103564|1|0|01|00|00|01|6|2|4|03|02|0|00|00|00|0|0|1|40|09|05|0|1|      |0|0|0|0|2|0|2|0|0|0|2|0|0|2|2|2|2|0|0|0|0
01103614|1|0|01|00|00|04|3|3|6|04|02|7|00|00|05|0|1|2|20|07|07|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|2|0|0
01103648|1|0|01|00|01|03|3|3|4|11|02|1|45|10|06|0|1|1|35|07|08|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|2|2|2|1|2|0|2|0|0
01103671|0|0|01|00|01|02|3|1|4|06|05|1|40|06|08|0|1|6|00|00|09|0|1|      |2|2|2|0|2|2|2|2|2|2|2|0|0|2|2|2|2|0|0|0|1
01103705|1|1|01|01|00|01|3|1|4|07|06|1|40|08|10|0|1|1|44|08|10|0|1|      |2|2|0|0|2|2|2|2|2|0|2|0|0|2|2|2|2|0|2|0|0
01103739|0|0|01|00|00|01|1|2|2|01|01|0|00|00|00|0|0|1|50|05|04|0|1|      |0|0|0|0|2|0|2|0|0|2|2|0|0|2|2|0|2|0|0|0|0
01103747|1|0|01|01|00|02|3|2|5|05|03|1|40|10|03|0|1|2|20|07|03|0|1|      |2|2|0|0|2|0|2|0|2|2|0|0|0|2|2|2|2|0|0|0|0
01103754|1|0|01|00|00|03|3|1|4|10|02|7|00|00|09|0|1|6|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|0|0|2|2|2|2|2|2|0|2|0|1
01103762|0|1|01|00|00|03|3|1|4|12|06|1|55|10|09|0|1|6|00|00|09|0|1|      |2|2|2|2|2|0|2|0|2|2|2|0|2|0|2|2|2|0|2|0|0
01103770|0|0|01|00|00|02|4|1|8|02|01|0|00|00|00|0|0|7|00|00|05|0|1|      |2|2|0|0|2|0|2|0|2|0|0|0|0|0|0|0|2|0|2|0|0
01103804|1|0|01|01|01|04|3|1|7|02|03|1|40|05|05|0|1|1|40|06|05|0|1|      |2|2|2|2|2|2|2|0|2|0|2|0|0|2|2|0|2|0|0|0|1
01103838|0|0|01|00|00|02|3|1|8|02|02|0|00|00|00|0|0|7|00|00|05|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|0|0|2|0|0|0|0
01103861|1|0|01|00|00|01|1|2|6|02|01|0|00|00|00|0|0|7|00|00|08|0|1|      |0|0|0|0|2|0|0|0|0|0|0|0|0|2|2|0|2|0|0|0|0
01103879|1|0|01|00|00|02|3|1|7|02|01|0|00|00|00|0|0|3|20|05|03|0|1|      |2|2|2|2|2|2|0|0|2|0|2|0|0|0|0|0|2|0|2|0|0
01103911|1|0|05|00|00|02|3|2|6|02|04|0|00|00|00|0|0|6|00|00|08|0|1|      |2|2|0|0|2|0|2|0|2|0|2|0|0|2|2|2|2|0|0|0|1
01103929|1|1|01|00|00|03|3|2|4|07|03|1|55|07|09|0|1|2|08|05|09|0|1|      |2|2|2|0|2|1|1|2|1|1|2|0|0|2|2|0|2|0|2|0|1
01103986|1|0|01|01|01|03|3|1|7|07|02|0|00|00|00|0|0|2|20|07|05|0|1|      |2|2|2|2|2|0|2|2|2|0|2|0|0|2|2|0|2|0|0|0|1
01104000|1|0|01|00|01|03|3|2|1|06|04|1|58|02|03|0|1|1|45|06|08|0|1|      |0|0|0|0|2|0|1|0|2|0|2|0|0|2|2|2|2|0|1|0|1
01104059|1|1|01|00|00|03|3|1|3|04|03|1|50|06|10|0|1|0|00|00|00|0|0|      |2|2|0|2|2|0|2|0|2|0|1|0|2|2|0|0|2|0|1|0|1
01104075|1|0|01|01|00|02|3|1|8|03|02|7|00|00|04|0|1|6|00|00|05|0|1|      |2|2|0|0|2|2|2|0|2|0|2|0|0|2|0|2|2|0|0|0|0
01104083|0|1|01|00|00|01|3|1|8|02|01|4|20|06|09|0|1|0|00|00|00|0|0|      |2|2|0|0|2|2|2|0|0|2|2|2|0|2|2|0|2|0|2|0|0
01104091|1|0|01|00|00|02|3|1|8|03|02|3|05|10|06|0|1|4|35|03|06|0|1|      |2|2|0|2|2|2|2|2|2|0|2|0|0|2|2|0|2|0|0|0|1
